Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,conflict_type_valid,Conflict_Type_Valid,Year_Valid,Population_Valid,GDP_Valid,Conflict_Coordinates_Valid,On_Land,Land_Valid,Total_Deaths,Civilian_Ratio,Military_Deaths_Ratio_A,Military_Deaths_Ratio_B,Civilian_Deaths_IF_Label,Military_Deaths_IF_Label,Civ_Deaths_Valid,Mil_Deaths_Valid,Total_Deaths_Valid,GDP_Loss_Ratio,GDP_IF_Label,GDP_Loss_IF_Label,GDP_IF_Valid,GDP_Loss_IF_Valid,GDP_LOF_Label,GDP_Loss_LOF_Label,GDP_LOF_Valid,GDP_Loss_LOF_Valid,Coords_IF_Label,Coords_IF_Valid,DBSCAN_Cluster,Coords_DBSCAN_Valid,Total_Deaths_DBSCAN_Cluster,Total_Deaths_DBSCAN_Valid
Israel,Brazil,Proxy War,1989,1228,7221,4958,132242,295.05,-5.7,1199.3,Forest,294.6,114.4,77.7,20546.5,NATO,NATO,Nuclear,1441,93,Yes,11.9,Yes,Victory_A,-15.54,37.912,Tropical,Land,0,1,0,1,1,0,0,1,1,144421,0.9156701587719237,24.5112016293279,43.33916083916084,1,1,1,1,1,0.014306009445214844,-1,1,0,0,1,1,1,1,1,1,65,1,0,1
Turkey,Canada,Skirmish,2015,156,37180,16624,43688,159.64,26.0,582.1,Forest,1038.0,896.5,23216.2,16968.1,NATO,Regional,Cyber,1920,60,Yes,8.56,Yes,Stalemate,-25.577,18.994,Tropical,Land,0,1,0,1,0,0,0,1,1,97492,0.44811882000574405,35.81888246628131,18.543223647518126,1,1,1,1,1,0.0039726958040826885,1,1,1,1,1,1,1,1,1,1,72,1,0,1
Turkey,USA,War,2004,2,40868,46487,170184,52.44,22.6,1174.2,Desert,141.9,816.8,7044.4,15375.9,NATO,Regional,Nuclear,2207,1,Yes,15.05,Yes,Stalemate,-81.079,-33.074,Tropical,Land,0,1,0,1,0,0,0,1,1,257539,0.6608086542232439,288.0056377730796,56.91356513222331,1,1,1,1,1,0.002338951753544779,1,1,1,1,1,1,1,1,1,1,47,1,0,1
Russia,Israel,War,2006,1593,24498,38462,79816,83.26,-9.5,959.2,Mountain,1103.8,1274.5,1413.7,4819.3,NATO,,Nuclear,3984,65,No,18.76,Yes,Victory_B,-77.002,114.833,Temperate,Water,0,1,0,1,0,0,0,1,1,142776,0.5590295287723427,22.194238086609893,30.178109062377402,1,1,1,1,1,0.013357933579335794,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Germany,France,War,1955,802,33186,36771,148309,73.95,3.7,2854.8,Forest,663.8,652.6,12677.7,4186.6,,,Nuclear,3415,39,No,15.6,Yes,Stalemate,57.002,8.253,Polar,,0,1,0,1,0,0,0,0,1,218266,0.6794874144392622,49.9939740885809,56.34538768004903,1,1,1,1,1,0.004385002638710174,1,1,1,1,1,1,1,1,1,1,32,1,0,1
Ukraine,Russia,Cold Conflict,2022,493,27454,37674,102483,48.54,5.9,699.0,Plains,31.4,1250.6,18727.3,19268.5,Regional,,Cyber,3994,69,Yes,17.91,No,Stalemate,66.674,-142.029,Tropical,Water,0,1,0,1,1,0,0,1,1,167611,0.6114336171253677,874.3312101910828,30.12474012474013,1,1,1,1,1,0.0012775096194842586,1,1,1,1,1,1,1,1,1,1,7,1,0,1
India,Brazil,Proxy War,1990,1313,25505,3759,142926,60.03,-1.7,1076.4,Plains,1119.3,78.6,22708.2,14297.7,Regional,,Cyber,793,56,No,3.08,Yes,Stalemate,-76.154,139.367,Arid,,0,1,0,1,1,0,0,1,1,172190,0.8300482025669319,22.78656303046547,47.824427480916036,1,1,1,1,1,0.0016221737614812773,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Germany,Germany,Proxy War,1971,777,35516,5231,170880,415.54,1.1,2461.9,Mountain,139.1,97.6,24081.8,16513.4,NATO,NATO,Nuclear,677,5,No,8.19,Yes,Stalemate,-74.659,146.513,Tropical,Land,0,1,0,1,0,0,0,1,1,211627,0.807458405590969,255.32710280373834,53.59631147540984,1,1,1,1,1,0.01023618555888381,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Ukraine,Israel,Proxy War,1955,579,18342,25714,3818,72.45,6.2,1963.5,Desert,1114.4,388.4,11734.7,22987.8,NATO,Regional,Nuclear,1522,58,No,2.07,No,Victory_A,64.224,137.908,Tropical,,0,1,0,1,0,0,0,1,1,47874,0.07975101307599114,16.459081119885138,66.20494335736355,-1,1,0,1,1,0.0020865433076535387,1,1,1,1,1,1,1,1,1,1,70,1,0,1
Japan,Iran,Proxy War,1987,221,13888,16871,1554,153.3,2.3,253.9,Desert,876.9,534.5,22522.0,7002.4,,NATO,Cyber,1234,66,Yes,12.71,No,Victory_A,-15.3,3.748,Temperate,Land,0,1,0,1,0,0,0,0,1,32313,0.0480920991551388,15.837609761660396,31.564078578110383,-1,1,0,1,1,0.005192315508528539,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Australia,Russia,War,1975,979,35349,13703,68036,382.96,13.0,2850.7,Forest,1291.8,472.5,14907.5,817.8,,,Conventional,1136,40,Yes,9.07,Yes,Victory_A,15.164,20.769,Temperate,,0,1,0,1,0,0,0,1,1,117088,0.5810672314840121,27.36414305620065,29.0010582010582,1,1,1,1,1,0.02435311250023847,1,1,1,1,1,-1,1,0,1,1,21,1,0,1
UK,Russia,War,1960,1188,34688,16346,116771,152.95,34.1,320.8,Mountain,766.6,1175.9,6658.3,6375.9,,,Nuclear,4212,146,Yes,4.15,No,Victory_B,-81.291,43.098,Tropical,Oil,0,1,0,1,0,0,0,1,1,167805,0.6958731861386729,45.24915210018262,13.900841908325537,1,1,1,1,1,0.01173451381749551,1,1,1,1,1,1,1,1,1,1,19,1,0,1
Turkey,Ukraine,War,1966,1504,29613,17316,8052,204.27,-4.4,1689.7,Forest,88.3,239.7,10635.7,10703.4,Regional,,Conventional,4658,156,No,15.56,Yes,Victory_B,75.653,142.541,Arid,,0,1,0,1,0,0,0,1,1,54981,0.14645059202269875,335.36806342015853,72.24030037546935,1,1,1,1,1,0.009572568665032734,1,1,1,1,1,1,1,1,1,1,70,1,0,1
USA,Japan,Cold Conflict,1967,1708,3784,20677,141594,274.31,7.7,2726.6,Desert,1399.4,361.5,7213.6,16949.7,NATO,NATO,Cyber,4504,118,No,7.07,No,Victory_B,-0.45,42.618,Tropical,,0,1,0,1,0,0,0,0,1,166055,0.8526933847219295,2.704016006860083,57.19778699861688,1,1,1,1,1,0.011352340119106246,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Brazil,Ukraine,Civil War,1994,1215,10231,26902,126768,44.93,33.8,481.7,Urban,213.8,1316.6,14084.4,13293.5,,,Conventional,3930,155,No,13.27,Yes,Victory_A,-16.214,173.689,Polar,Land,0,1,0,1,0,0,0,0,1,163901,0.7734425049267546,47.85313376987839,20.432933313079143,1,1,1,1,1,0.0016411046866268047,1,1,1,1,1,1,1,1,-1,0,-1,0,0,1
Ukraine,Russia,Civil War,1970,474,28740,4292,152445,391.14,16.6,444.7,Desert,901.4,1005.1,10028.8,6303.3,,,Mixed,2772,115,No,16.14,Yes,Victory_B,55.21,-116.425,Arid,Water,0,1,0,0,0,0,0,1,1,185477,0.8219078376294635,31.883736410028845,4.270221868470799,1,1,1,1,1,0.02394915534438315,1,1,1,1,1,1,1,1,1,1,9,1,0,1
Australia,Japan,Cold Conflict,2001,1642,7434,16228,172441,342.55,19.3,1299.7,Forest,1137.3,1239.3,19430.7,18051.1,NATO,NATO,Conventional,1801,142,Yes,0.85,Yes,Victory_B,44.314,-117.514,Polar,Land,0,1,0,1,0,0,0,1,1,196103,0.8793389188334702,6.536533896069639,13.09448882433632,1,1,1,1,1,0.00913910217759019,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Israel,UK,War,1984,844,47487,22936,198881,335.8,-8.8,2249.8,Urban,438.0,784.1,7726.5,12648.8,NATO,NATO,Mixed,3673,172,No,8.27,Yes,Victory_A,-76.603,106.295,Tropical,Water,0,1,0,1,0,0,0,1,1,269304,0.7384999851468972,108.41780821917808,29.251370998597118,1,1,1,1,1,0.016480738933905267,1,1,1,1,1,1,1,1,1,1,14,1,0,1
China,France,Skirmish,2004,531,47747,22878,2130,173.13,16.8,490.4,Forest,372.1,837.8,4526.7,24105.7,,NATO,Nuclear,165,29,Yes,6.85,No,Victory_B,-75.825,-98.933,Temperate,Water,0,1,0,1,1,0,0,1,1,72755,0.02927633839598653,128.3176565439398,27.307233229887803,1,1,1,1,1,0.00604664645646191,1,1,1,1,1,1,1,1,1,1,34,1,0,1
China,Brazil,Cold Conflict,2014,1089,25855,16808,197353,359.77,-0.6,1102.6,Forest,977.4,634.4,391.1,18501.3,Regional,NATO,Nuclear,68,187,Yes,11.83,No,Victory_B,-76.134,-7.182,Temperate,Water,0,1,0,1,1,0,0,1,1,240016,0.8222493500433304,26.452834049519133,26.494325346784365,1,1,1,1,1,0.019043107281234782,-1,1,0,0,-1,1,0,1,1,1,28,1,0,1
Japan,France,War,1974,963,47453,42045,186574,476.3,2.4,208.7,Plains,183.2,1343.3,19807.9,10954.3,NATO,Regional,Conventional,2501,31,No,2.4,Yes,Stalemate,-81.285,-10.804,Polar,Oil,0,1,0,1,0,0,0,1,1,276072,0.6758164536787504,259.02292576419217,31.299784113749723,1,1,1,1,0,0.0154832879312923,1,1,1,1,1,1,1,1,1,1,28,1,0,1
Turkey,Russia,Civil War,1996,475,116,24332,184934,132.13,22.0,1753.0,Mountain,931.5,777.4,22529.0,16316.8,,,Mixed,24,49,Yes,7.4,Yes,Stalemate,-34.915,174.85,Arid,Water,0,1,0,1,0,0,0,0,1,209382,0.8832373365427783,0.12453032742887815,31.299202469771032,1,1,1,1,1,0.003401397319658753,1,1,1,1,1,1,1,1,-1,0,33,1,0,1
Israel,Russia,Proxy War,2016,1406,6042,10152,124197,276.03,31.0,1242.0,Forest,633.8,190.5,7726.0,12214.0,NATO,,Cyber,576,86,No,17.2,Yes,Victory_A,-38.749,-59.874,Temperate,Land,0,1,0,1,0,0,0,1,1,140391,0.8846507254738551,9.532975702114232,53.29133858267716,1,1,1,1,1,0.013843029087261784,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Germany,Ukraine,War,1950,1889,48447,4254,155793,65.88,1.6,1249.2,Forest,149.4,593.1,22250.4,13659.2,Regional,Regional,Cyber,1667,30,No,12.13,No,Stalemate,46.76,89.869,Arid,Water,0,1,0,1,0,0,0,1,1,208494,0.747230136119025,324.27710843373495,7.172483560950935,1,1,1,1,1,0.0018346069017755693,1,1,1,1,1,1,1,1,1,1,0,1,0,1
UK,Iran,Skirmish,1975,1642,36656,39277,2252,230.58,-1.5,1516.8,Plains,1384.4,1173.9,3671.7,4091.5,NATO,NATO,Nuclear,3523,85,No,0.44,Yes,Victory_B,65.268,-92.694,Polar,Land,0,1,0,1,0,0,0,1,1,78185,0.028803478928183156,26.477896561687373,33.458556946929036,1,1,1,1,1,0.029701669414674364,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Ukraine,Ukraine,Skirmish,1969,591,5802,20205,151931,73.98,9.5,2003.0,Plains,384.0,415.2,17937.7,23872.4,NATO,NATO,Conventional,4244,102,No,6.53,No,Victory_B,71.569,-55.133,Tropical,Water,0,1,0,0,0,0,0,1,1,177938,0.8538423495824389,15.109375,48.66329479768786,1,1,1,1,1,0.0017694289178930447,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
China,UK,War,1950,159,25140,44082,235,85.45,26.9,2623.3,Mountain,948.8,1062.9,10709.6,15201.4,NATO,,Nuclear,1204,150,No,9.56,Yes,Stalemate,-18.376,-49.769,Arid,Water,0,1,0,1,1,0,0,1,1,69457,0.0033833882833983614,26.49662731871838,41.47332768839966,-1,1,0,1,1,0.0032978271776465595,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Brazil,Japan,War,1976,1292,37746,12976,24768,435.18,25.9,3.3,Plains,1016.8,577.2,24409.6,20406.8,,,Cyber,3876,46,Yes,0.86,Yes,Victory_A,53.54,89.844,Polar,,0,1,0,1,0,0,0,1,1,75490,0.3280964366141211,37.12234461054288,22.480942480942478,1,1,1,1,1,0.0097102846279487,1,1,1,1,-1,1,0,1,1,1,0,1,0,1
Australia,Ukraine,Civil War,1989,661,45959,18155,187324,209.91,-5.4,1590.7,Urban,923.8,1379.8,8366.9,24902.5,NATO,NATO,Cyber,2251,134,No,11.06,No,Stalemate,33.649,130.934,Polar,Water,0,1,0,1,0,0,0,1,1,251438,0.745010698462444,49.74994587573068,13.15770401507465,1,1,1,1,1,0.006309401431946473,1,1,1,1,1,1,1,1,1,1,29,1,0,1
Australia,Iran,War,1963,1886,37183,33784,156337,327.32,26.0,643.9,Forest,1064.0,557.3,15753.1,1131.2,NATO,NATO,Conventional,4559,158,Yes,18.61,Yes,Victory_B,47.224,-95.386,Arid,,0,1,0,1,0,0,0,1,1,227304,0.6877881603491359,34.94642857142857,60.620850529337886,1,1,1,1,1,0.019386056869399385,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Japan,Brazil,Proxy War,1982,748,8408,9425,130343,239.67,32.7,2240.5,Desert,507.7,554.3,4175.0,13460.4,NATO,,Cyber,4244,181,No,7.74,Yes,Victory_A,64.277,62.816,Arid,,0,1,0,1,0,0,0,1,1,148176,0.8796498758233452,16.560961197557614,17.003427746707562,1,1,1,1,1,0.013590278644090861,1,1,1,1,1,1,1,1,1,1,76,1,0,1
Israel,USA,Cold Conflict,1968,801,34242,20473,147128,181.76,14.9,2010.3,Desert,1000.5,39.3,13801.7,11033.4,NATO,,Conventional,4008,51,Yes,12.09,No,Victory_A,34.224,130.703,Temperate,Land,0,1,0,1,1,0,0,0,1,201843,0.7289229747873347,34.22488755622189,520.941475826972,1,1,1,1,1,0.0073186739735294,1,1,1,1,1,1,1,1,1,1,29,1,0,1
Japan,Iran,Cold Conflict,1978,410,44263,36353,164091,429.55,29.4,1469.2,Urban,793.5,969.9,23047.9,8925.8,,NATO,Cyber,34,81,Yes,9.16,Yes,Victory_B,46.071,-100.019,Temperate,Water,0,1,0,1,0,0,0,1,1,244707,0.670561120033346,55.78197857592943,37.48118362717806,1,1,1,1,1,0.01343447896239722,1,1,1,1,1,1,1,1,1,1,5,1,0,1
France,China,Proxy War,2010,1498,30790,21281,76870,234.07,34.5,1311.3,Mountain,28.2,101.5,670.5,17414.5,Regional,Regional,Cyber,0,79,Yes,19.85,No,Victory_A,-68.263,137.16,Polar,Water,0,1,0,1,1,1,0,1,1,128941,0.5961641370859541,1091.8439716312057,209.66502463054186,1,-1,1,0,1,0.012942770251589715,1,1,1,1,-1,1,0,1,1,1,14,1,0,1
Brazil,Russia,Civil War,1973,680,4503,17805,158777,467.31,17.6,1147.8,Desert,1125.1,980.4,7815.6,2300.7,NATO,,Mixed,2650,94,Yes,16.44,Yes,Victory_A,40.42,84.384,Tropical,Water,0,1,0,1,0,0,0,1,1,181085,0.8768092332330121,4.002310905697271,18.1609547123623,1,1,1,1,1,0.04619376649565553,1,1,1,1,1,1,1,1,1,1,45,1,0,1
Turkey,Germany,War,1972,1217,3646,44776,81284,398.32,23.9,1049.4,Urban,340.2,406.3,14280.6,10558.8,,NATO,Nuclear,1940,65,Yes,2.48,Yes,Stalemate,-80.177,67.762,Arid,,0,1,0,1,0,0,0,1,1,129706,0.626678796663223,10.717225161669607,110.20428254984002,1,1,1,1,1,0.016035814069583,1,1,1,1,1,1,1,1,1,1,15,1,0,1
Canada,France,Skirmish,1968,1686,17645,7263,118351,85.99,30.6,179.7,Mountain,935.4,463.8,8873.7,8761.5,,,Nuclear,3414,93,Yes,8.31,Yes,Stalemate,61.545,-44.223,Temperate,Water,0,1,0,1,0,0,0,1,1,143259,0.8261330876245122,18.863587769937993,15.659767141009056,1,1,1,1,1,0.004876043367809835,1,1,1,1,1,1,1,1,1,1,11,1,0,1
Ukraine,Turkey,Cold Conflict,1978,1386,40268,2570,172542,52.21,13.0,2011.2,Mountain,768.3,63.9,12992.6,24910.5,NATO,,Cyber,961,164,No,13.85,Yes,Stalemate,54.403,-103.38,Arid,Oil,0,1,0,1,1,0,0,1,1,215380,0.8011050236790789,52.411818300143175,40.21909233176839,1,1,1,1,1,0.0013774598911434686,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Brazil,Iran,Proxy War,1985,943,30337,16643,38845,389.57,8.2,945.8,Plains,248.5,709.7,3406.4,10323.6,,Regional,Nuclear,2848,161,Yes,5.77,Yes,Stalemate,-77.086,110.11,Tropical,,0,1,0,1,0,0,0,1,1,85825,0.45260704922808037,122.0804828973843,23.450753839650556,1,1,1,1,1,0.02837363437727604,1,1,1,1,1,1,1,1,1,1,14,1,0,1
China,France,Skirmish,1968,1233,46048,19376,51475,250.51,0.4,587.6,Mountain,366.1,230.1,5964.2,506.7,NATO,Regional,Cyber,3543,102,Yes,19.11,No,Victory_B,-73.057,-89.806,Temperate,,0,1,0,1,1,1,0,0,1,116899,0.4403373852642024,125.7798415733406,84.20686657974794,1,1,1,1,1,0.03871331654020306,1,1,1,1,1,1,1,1,1,1,4,1,0,1
France,Israel,Civil War,1987,739,17909,7849,103177,194.27,12.5,1835.5,Forest,619.7,39.8,3514.7,12894.8,,NATO,Nuclear,852,3,No,1.46,Yes,Victory_B,-83.155,-30.489,Tropical,Land,0,1,0,1,0,0,0,1,1,128935,0.800224919533098,28.89946748426658,197.21105527638193,1,1,1,1,1,0.011838873823090283,1,1,1,1,1,-1,1,0,1,1,47,1,0,1
Israel,India,Civil War,2015,1598,28067,12014,49699,384.07,20.9,710.3,Forest,429.9,1368.3,2338.7,13918.2,Regional,,Cyber,4526,177,No,16.78,No,Victory_B,36.6,139.375,Arid,Oil,0,1,0,1,1,0,0,1,1,89780,0.5535642682111829,65.28727611072343,8.780238251845356,1,1,1,1,1,0.023625045365352555,1,1,1,1,1,-1,1,0,1,1,29,1,0,1
UK,Brazil,War,1992,1488,23524,31051,177506,192.16,-7.6,1899.8,Plains,581.1,441.1,20285.9,8310.3,NATO,,Conventional,3831,151,No,2.56,Yes,Victory_B,-73.856,126.059,Arid,,0,1,0,1,0,0,0,1,1,232081,0.7648450325532896,40.48184477714679,70.39446837451824,1,1,1,1,1,0.006719773955980165,1,1,1,1,1,1,1,1,1,1,14,1,0,1
France,Brazil,Proxy War,1993,1997,19591,13281,149113,252.63,3.6,2010.5,Urban,925.2,354.3,16892.1,20747.1,NATO,NATO,Mixed,268,34,Yes,1.02,No,Victory_B,-15.846,46.888,Temperate,Land,0,1,0,1,0,0,0,1,1,181985,0.8193697282743083,21.17488110678772,37.485182049110925,1,1,1,1,1,0.006711885481094179,1,1,1,1,1,1,1,1,1,1,65,1,0,1
Canada,Iran,Civil War,2004,1850,4633,3505,163649,375.57,27.3,2845.8,Urban,855.9,586.3,4348.6,16378.7,Regional,NATO,Cyber,3402,35,No,15.49,No,Stalemate,55.329,-91.344,Polar,Land,0,1,0,1,0,0,0,1,1,171787,0.9526273815830069,5.413015539198504,5.978168173290125,1,1,1,1,1,0.01811958142160339,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Brazil,Ukraine,Proxy War,1952,408,28510,29031,197407,31.66,1.5,559.5,Mountain,604.8,1058.3,682.5,21739.0,,,Conventional,742,54,No,14.36,Yes,Victory_A,-13.995,128.579,Arid,Oil,0,1,0,1,0,0,0,0,1,254948,0.7743029951205737,47.139550264550266,27.431730133232545,1,1,1,1,1,0.0014120375532413086,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Turkey,Iran,Civil War,1992,1576,12298,38716,176855,313.92,-3.3,2935.3,Plains,248.3,106.9,5496.8,10329.3,NATO,NATO,Conventional,682,55,No,0.71,Yes,Victory_A,-25.385,-59.14,Temperate,Land,0,1,0,1,0,0,0,1,1,227869,0.7761257564653375,49.52879581151832,362.17025257249765,1,1,1,1,1,0.01983558804759227,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Brazil,Japan,War,1956,1133,29454,39685,188037,72.4,23.2,2151.8,Forest,663.1,216.1,10889.9,807.1,,,Nuclear,3058,73,No,11.6,Yes,Victory_B,68.906,-122.615,Temperate,Water,0,1,0,1,0,0,0,1,1,257176,0.7311607615018508,44.41863972251546,183.64183248496067,1,1,1,1,1,0.006189621270411217,1,1,1,1,1,1,1,1,1,1,78,1,0,1
Japan,Japan,Proxy War,2018,1392,21504,23042,65427,315.16,4.9,2188.0,Plains,260.2,1192.1,12972.6,22170.3,Regional,NATO,Mixed,480,146,No,6.21,Yes,Victory_A,29.895,-106.122,Arid,Water,0,1,0,1,0,0,0,1,1,109973,0.5949369390668618,82.64411990776327,19.328915359449713,1,1,1,1,1,0.008967956543142428,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
India,Australia,Skirmish,1957,849,35750,5372,169964,52.68,3.1,634.5,Desert,829.1,600.2,24870.0,15613.7,,Regional,Conventional,290,135,Yes,0.45,No,Stalemate,69.984,-100.205,Arid,Oil,0,1,0,1,1,0,0,0,1,211086,0.8051884066209981,43.119044747316366,8.950349883372208,1,1,1,1,1,0.0013012644595232156,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Russia,France,Civil War,1959,727,32519,48292,112883,470.85,14.7,206.8,Urban,790.0,338.2,19265.6,7526.2,,Regional,Conventional,1974,83,No,8.96,Yes,Victory_B,67.436,-100.818,Temperate,,0,1,0,1,0,0,0,1,1,193694,0.582790380703584,41.163291139240506,142.7912477823773,1,1,1,1,1,0.017574407094708085,1,1,1,1,1,1,1,1,1,1,20,1,0,1
Iran,Russia,Skirmish,2012,1310,16346,46296,183505,167.04,20.4,73.3,Desert,896.9,200.0,7779.6,4643.1,Regional,NATO,Conventional,189,103,Yes,8.07,Yes,Stalemate,-16.701,128.154,Tropical,Oil,0,1,0,1,0,0,0,1,1,246147,0.7455097969912288,18.22499721262125,231.48,1,1,1,1,1,0.013446352242266172,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Canada,Russia,War,1957,906,44944,9397,66471,318.04,-6.9,134.5,Desert,642.0,453.1,4432.1,17666.8,Regional,Regional,Nuclear,2419,70,Yes,19.44,No,Stalemate,-83.731,57.768,Tropical,Water,0,1,0,1,0,0,0,1,1,120812,0.5502019666920505,70.00623052959502,20.739351136614435,1,1,1,1,1,0.014391666553538863,1,1,1,1,1,1,1,1,1,1,15,1,0,1
Iran,China,Civil War,1978,376,21107,1707,164754,473.1,-6.5,2141.5,Plains,56.8,180.0,3172.1,1865.4,,Regional,Nuclear,1830,184,No,1.32,Yes,Victory_B,-21.292,113.532,Arid,Land,0,1,0,1,1,0,0,0,1,187568,0.8783694446813956,371.6021126760564,9.483333333333333,1,1,1,1,1,0.09391563275434243,1,-1,1,1,1,1,1,1,1,1,83,1,0,1
Germany,Germany,Cold Conflict,1960,1033,10133,16550,90618,294.53,23.5,690.1,Urban,641.6,1167.2,22993.8,7770.6,NATO,Regional,Cyber,2924,141,No,3.57,No,Victory_B,23.634,9.96,Temperate,Water,0,1,0,1,0,0,0,1,1,117301,0.7725253834153162,15.793329177057355,14.179232350925291,1,1,1,1,1,0.009573728075307823,1,1,1,1,1,1,1,1,1,1,50,1,0,1
Turkey,Germany,Skirmish,1951,196,34269,15635,49017,331.22,19.1,46.1,Forest,226.9,520.8,15191.9,6502.1,Regional,,Conventional,3332,47,No,8.0,No,Victory_A,73.308,-88.271,Temperate,Oil,0,1,0,1,0,0,0,1,1,98921,0.49551662437702815,151.03129131776112,30.021121351766517,1,1,1,1,1,0.01526781598598691,1,1,1,1,1,1,1,1,1,1,20,1,0,1
USA,Australia,Proxy War,1990,1816,4622,7745,146192,29.29,-2.4,693.1,Urban,800.9,1085.0,18577.4,16493.6,Regional,,Cyber,4739,133,No,12.04,No,Victory_A,80.569,-18.409,Polar,Water,0,1,0,1,0,0,0,1,1,158559,0.9220037966939751,5.771007616431515,7.138248847926267,1,1,1,1,1,0.0008351629551481281,1,1,1,1,1,1,1,1,1,1,44,1,0,1
Japan,Israel,Civil War,2017,1085,37684,16886,179161,189.24,14.8,2261.8,Mountain,777.4,263.8,1424.0,12109.9,NATO,NATO,Mixed,1716,66,Yes,0.05,Yes,Victory_A,-76.863,162.635,Arid,Land,0,1,0,1,0,0,0,1,1,233731,0.7665264770184529,48.47440185232828,64.01061410159211,1,1,1,1,1,0.013982665750448873,1,1,1,1,1,1,1,1,-1,0,86,1,0,1
UK,Turkey,Skirmish,1974,937,30573,40793,140018,381.04,7.5,2338.3,Desert,1122.4,531.0,20196.8,23796.1,Regional,Regional,Mixed,3467,137,Yes,0.62,Yes,Victory_B,56.214,-1.968,Tropical,Oil,0,1,0,1,0,0,0,0,1,211384,0.6623869356242668,27.23895224518888,76.82297551789077,1,1,1,1,1,0.008661397634618316,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Germany,Russia,Proxy War,1997,679,18279,9378,50418,228.93,27.7,311.3,Forest,1265.0,1027.9,17045.7,5093.4,NATO,,Cyber,3135,119,Yes,18.4,No,Stalemate,-83.586,131.696,Tropical,Oil,0,1,0,1,0,0,0,1,1,78075,0.6457636887608069,14.449802371541502,9.123455589065083,1,1,1,1,1,0.010340528747781077,1,1,1,1,1,1,1,1,1,1,41,1,0,1
Germany,Iran,Skirmish,1951,344,9531,8267,179627,413.51,28.2,439.6,Mountain,441.6,601.5,9717.1,12607.5,,,Conventional,3199,42,No,10.84,Yes,Victory_B,11.77,47.82,Temperate,,0,1,0,1,0,0,0,0,1,197425,0.9098493098645055,21.58288043478261,13.743973399833749,1,1,1,1,1,0.01852261630667515,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Japan,Russia,Civil War,2021,1643,23431,21798,160674,493.05,-5.8,746.7,Desert,105.6,382.2,12989.4,12997.0,,Regional,Conventional,1145,2,Yes,9.85,No,Victory_B,-33.046,150.061,Polar,Land,0,1,0,1,1,0,0,1,1,205903,0.7803383146433029,221.88446969696972,57.032967032967036,1,1,1,1,1,0.018973386078872025,1,1,1,1,1,1,1,1,1,1,10,1,0,1
Russia,Turkey,Proxy War,1955,1217,46125,26907,123405,27.78,3.1,2409.1,Mountain,1339.8,978.8,20416.0,21805.7,NATO,,Cyber,383,144,No,6.15,Yes,Victory_A,28.738,-0.856,Temperate,,0,1,0,1,0,0,0,1,1,196437,0.6282166801569969,34.42678011643529,27.489783408255008,1,1,1,1,1,0.0006579555062917884,1,1,1,1,1,1,1,1,1,1,50,1,0,1
USA,Japan,Cold Conflict,1970,1381,28631,8139,128474,420.62,23.0,2928.8,Mountain,1005.9,1328.4,9471.8,4722.5,NATO,,Cyber,2811,193,No,6.92,Yes,Victory_A,-16.215,-2.291,Polar,Land,0,1,0,1,0,0,0,0,1,165244,0.7774805741812109,28.46306789939358,6.126919602529358,1,1,1,1,1,0.02963302170589603,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Brazil,USA,Proxy War,2023,62,45589,47527,125501,173.01,32.0,1230.4,Mountain,1160.1,262.6,5474.4,1024.4,NATO,Regional,Mixed,966,196,Yes,8.49,No,Victory_B,31.713,98.771,Tropical,Land,0,1,0,1,1,0,0,1,1,218617,0.5740678904202327,39.297474355659,180.98629093678596,1,1,1,1,1,0.02662183787776205,1,1,1,1,1,1,1,1,1,1,46,1,0,1
